Symbol,Name,Country,Sector,Industry
GAME,GameSquare Holdings Inc. Common Stock,Canada,Consumer Discretionary,Services-Misc. Amusement & Recreation
GAN,GAN Limited Ordinary Shares,United Kingdom,Technology,Computer Software: Programming Data Processing
GANX,Gain Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GASS,StealthGas Inc. Common Stock,Greece,Consumer Discretionary,Marine Transportation
GATE,Marblegate Acquisition Corp. Class A Common Stock,United States,Finance,Blank Checks
GATEW,Marblegate Acquisition Corp. Warrant,United States,Finance,Blank Checks
GAU,Galiano Gold Inc.,Canada,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
GBBK,Global Blockchain Acquisition Corp. Common Stock,United States,Finance,Blank Checks
GBBKR,Global Blockchain Acquisition Corp. Right,United States,Finance,Blank Checks
GBBKW,Global Blockchain Acquisition Corp. Warrant,United States,Finance,Blank Checks
GBDC,Golub Capital BDC Inc. Common Stock,United States,Finance,Finance: Consumer Services
GBIO,Generation Bio Co. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GBNH,Greenbrook TMS Inc. Common Shares,Canada,,
GBNY,Generations Bancorp NY Inc. Common Stock,United States,Finance,Major Banks
GBR,New Concept Energy Inc Common Stock,United States,Energy,Oil & Gas Production
GCBC,Greene County Bancorp Inc. Common Stock,United States,Finance,Banks
GCMG,GCM Grosvenor Inc. Class A Common Stock,United States,Finance,Finance/Investors Services
GCMGW,GCM Grosvenor Inc. Warrant,United States,Finance,Finance/Investors Services
GCT,GigaCloud Technology Inc Class A Ordinary Shares,Hong Kong,Consumer Discretionary,Catalog/Specialty Distribution
GCTK,GlucoTrack Inc. Common Stock,Israel,Health Care,Medical/Dental Instruments
GDC,GD Culture Group Limited Common Stock,China,Industrials,Steel/Iron Ore
GDEN,Golden Entertainment Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
GDEV,GDEV Inc. Ordinary Shares,Cyprus,Technology,EDP Services
GDEVW,GDEV Inc. Warrant,Cyprus,Technology,EDP Services
GDHG,Golden Heaven Group Holdings Ltd. Ordinary Shares,China,Consumer Discretionary,Services-Misc. Amusement & Recreation
GDNR,Gardiner Healthcare Acquisitions Corp. Common Stock,United States,Finance,Blank Checks
GDNRW,Gardiner Healthcare Acquisitions Corp. Warrant,United States,Finance,Blank Checks
GDRX,GoodRx Holdings Inc. Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
GDS,GDS Holdings Limited ADS,China,Technology,Computer Software: Programming Data Processing
GDST,Goldenstone Acquisition Limited Common Stock,United States,Finance,Blank Checks
GDSTR,Goldenstone Acquisition Limited Rights,United States,Finance,Blank Checks
GDSTW,Goldenstone Acquisition Limited Warrants,United States,Finance,Blank Checks
GDTC,CytoMed Therapeutics Limited Ordinary Shares,Singapore,Health Care,Biotechnology: Pharmaceutical Preparations
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
GECC,Great Elm Capital Corp. Common Stock,United States,Finance,Finance/Investors Services
GECCM,Great Elm Capital Corp. 6.75% Notes Due 2025,United States,Finance,Finance: Consumer Services
GECCN,Great Elm Capital Corp. 6.5% Notes due 2024,United States,Finance,Finance: Consumer Services
GECCO,Great Elm Capital Corp. 5.875% Notes due 2026,United States,Finance,Finance Companies
GECCZ,Great Elm Capital Corp. 8.75% Notes due 2028,United States,Finance,Finance Companies
GEG,Great Elm Group Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,United States,Finance,Finance: Consumer Services
GEHC,GE HealthCare Technologies Inc. Common Stock ,United States,Technology,Computer Software: Prepackaged Software
GEN,Gen Digital Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
GENC,Gencor Industries Inc. Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
GENE,Genetic Technologies Ltd ADS,Australia,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GENK,GEN Restaurant Group Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
GEOS,Geospace Technologies Corporation Common Stock (Texas),United States,Industrials,Industrial Machinery/Components
GERN,Geron Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GEVO,Gevo Inc. Common Stock,United States,Industrials,Major Chemicals
GFAI,Guardforce AI Co. Limited Ordinary Shares,Singapore,Finance,Finance: Consumer Services
GFAIW,Guardforce AI Co. Limited Warrant,Singapore,Consumer Discretionary,Diversified Commercial Services
GFGD,The Growth for Good Acquisition Corporation Class A Ordinary Shares,United States,Finance,Blank Checks
GFGDR,The Growth for Good Acquisition Corporation Right,United States,Finance,Blank Checks
GFGDU,The Growth for Good Acquisition Corporation Unit,United States,Finance,Blank Checks
GFGDW,The Growth for Good Acquisition Corporation Warrant,United States,Finance,Blank Checks
GFS,GlobalFoundries Inc. Ordinary Shares,United States,Technology,Semiconductors
GGAL,Grupo Financiero Galicia S.A. American Depositary Shares,Argentina,Finance,Commercial Banks
GGE,Green Giant Inc. Common Stock,China,,
GGN,GAMCO Global Gold Natural Resources & Income Trust,United States,Finance,Finance/Investors Services
GGN^B,GAMCO Global Gold Natural Reources & Income Trust 5.00% Series B Cumulative 25.00 Liquidation Preference,United States,,
GGR,Gogoro Inc. Ordinary Shares,Taiwan,Consumer Discretionary,Auto Manufacturing
GGROW,Gogoro Inc. Warrant,Taiwan,Consumer Discretionary,Auto Manufacturing
GH,Guardant Health Inc. Common Stock,United States,Health Care,Medical Specialities
GHIX,Gores Holdings IX Inc. Class A Common Stock,United States,Finance,Blank Checks
GHIXU,Gores Holdings IX Inc. Unit,United States,Finance,Blank Checks
GHIXW,Gores Holdings IX Inc. Warrant,United States,Finance,Blank Checks
GHRS,GH Research PLC Ordinary Shares,Ireland,Health Care,Biotechnology: Pharmaceutical Preparations
GHSI,Guardion Health Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GIA,GigCapital 5 Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
GIFI,Gulf Island Fabrication Inc. Common Stock,United States,Industrials,Metal Fabrications
GIGM,GigaMedia Limited Ordinary Shares,Taiwan,Technology,Computer Software: Programming Data Processing
GIII,G-III Apparel Group LTD. Common Stock,United States,Consumer Discretionary,Apparel
GILD,Gilead Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GILT,Gilat Satellite Networks Ltd. Ordinary Shares,Israel,Technology,Radio And Television Broadcasting And Communications Equipment
GIPR,Generation Income Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
GLAD,Gladstone Capital Corporation Common Stock,United States,Consumer Discretionary,Textiles
GLADZ,Gladstone Capital Corporation 7.75% Notes due 2028,United States,,
GLBE,Global-E Online Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
GLBS,Globus Maritime Limited Common Stock,Greece,Consumer Discretionary,Marine Transportation
GLBZ,Glen Burnie Bancorp Common Stock,United States,Finance,Major Banks
GLDD,Great Lakes Dredge & Dock Corporation Common Stock,United States,Industrials,Military/Government/Technical
GLDG,GoldMining Inc. Common Shares,,Basic Materials,Precious Metals
GLG,TD Holdings Inc. Common Stock,China,Industrials,Steel/Iron Ore
GLLI,Globalink Investment Inc. Common Stock,United States,Industrials,Consumer Electronics/Appliances
GLLIW,Globalink Investment Inc. Warrants,United States,Industrials,Consumer Electronics/Appliances
GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
GLNG,Golar Lng Ltd,Bermuda,Consumer Discretionary,Marine Transportation
GLO,Clough Global Opportunities Fund Common Stock,United States,Finance,Finance/Investors Services
GLPG,Galapagos NV American Depositary Shares,Belgium,Health Care,Biotechnology: Pharmaceutical Preparations
GLPI,Gaming and Leisure Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
GLRE,Greenlight Capital Re Ltd. Class A Ordinary Shares,Cayman Islands,Finance,Property-Casualty Insurers
GLSI,Greenwich LifeSciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GLST,Global Star Acquisition Inc. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
GLSTW,Global Star Acquisition Inc. Warrants,United States,Industrials,Consumer Electronics/Appliances
GLTO,Galecto Inc. Common Stock,Denmark,Health Care,Biotechnology: Pharmaceutical Preparations
GLU,Gabelli Global Utility Common Shares of Beneficial Ownership,United States,Finance,Finance/Investors Services
GLU^B,The Gabelli Global Utility and Income Trust Series B Cumulative Puttable and Callable Preferred Shares,United States,,
GLUE,Monte Rosa Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest,United States,Finance,Finance/Investors Services
GLYC,GlycoMimetics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GMAB,Genmab A/S ADS,Denmark,,
GMBL,Esports Entertainment Group Inc. Common Stock,Malta,Consumer Discretionary,Services-Misc. Amusement & Recreation
GMBLP,Esports Entertainment Group Inc. 10.0% Series A Cumulative Redeemable Convertible Preferred Stock,Malta,Consumer Discretionary,Services-Misc. Amusement & Recreation
GMBLW,Esports Entertainment Group Inc. Warrant,Malta,Consumer Discretionary,Services-Misc. Amusement & Recreation
GMBLZ,Esports Entertainment Group Inc. Warrant,Malta,Consumer Discretionary,Services-Misc. Amusement & Recreation
GMDA,Gamida Cell Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GMFI,Aetherium Acquisition Corp. Class A Common Stock,United States,Finance,Blank Checks
GMFIW,Aetherium Acquisition Corp. Warrant,United States,Finance,Blank Checks
GMGI,Golden Matrix Group Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
GMVD,G Medical Innovations Holdings Ltd. Ordinary Shares,Israel,Health Care,Medical/Dental Instruments
GMVDW,G Medical Innovations Holdings Ltd. Warrants,Israel,Health Care,Medical/Dental Instruments
GNFT,GENFIT S.A. American Depositary Shares,France,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNLN,Greenlane Holdings Inc. Class A Common Stock,United States,,
GNLX,Genelux Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GNPX,Genprex Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GNS,Genius Group Limited Ordinary Shares,,Consumer Discretionary,Educational Services
GNSS,Genasys Inc. Common Stock,United States,Consumer Staples,Consumer Electronics/Appliances
GNTA,Genenta Science S.p.A. American Depositary Shares,Italy,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNTX,Gentex Corporation Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
GO,Grocery Outlet Holding Corp. Common Stock,United States,Consumer Staples,Food Chains
GOCO,GoHealth Inc. Class A Common Stock,United States,Finance,Specialty Insurers
GODN,Golden Star Acquisition Corporation Ordinary Shares,United States,Finance,Blank Checks
GODNR,Golden Star Acquisition Corporation Rights,United States,Finance,Blank Checks
GOEV,Canoo Inc. Class A Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
GOEVW,Canoo Inc. Warrant,United States,Consumer Discretionary,Auto Parts:O.E.M.
GOGL,Golden Ocean Group Limited Common Stock,Bermuda,Consumer Discretionary,Marine Transportation
GOGO,Gogo Inc. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,United States,Real Estate,Real Estate
GOODN,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
GOODO,Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock par value $0.001 per share,United States,Real Estate,Real Estate Investment Trusts
GOOG,Alphabet Inc. Class C Capital Stock,United States,Technology,Computer Software: Programming Data Processing
GOOGL,Alphabet Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
GORO,Gold Resource Corporation Common Stock,United States,Basic Materials,Precious Metals
GOSS,Gossamer Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GOVX,GeoVax Labs Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GOVXW,GeoVax Labs Inc. Warrants,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GP,GreenPower Motor Company Inc. Common Shares,Canada,Consumer Discretionary,Construction/Ag Equipment/Trucks
GPAC,Global Partner Acquisition Corp II Class A Ordinary Share,United States,Finance,Blank Checks
GPCR,Structure Therapeutics Inc. American Depositary Shares,United States,,
GPP,Green Plains Partners LP Common Units,United States,Industrials,Major Chemicals
GPRE,Green Plains Inc. Common Stock,United States,Industrials,Major Chemicals
GPRO,GoPro Inc. Class A Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
GRAB,Grab Holdings Limited Class A Ordinary Shares,Singapore,Consumer Discretionary,Business Services
GRABW,Grab Holdings Limited Warrant,Singapore,Consumer Discretionary,Business Services
GRCL,Gracell Biotechnologies Inc. American Depositary Shares,China,Health Care,Biotechnology: Pharmaceutical Preparations
GREE,Greenidge Generation Holdings Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,United States,Finance,Investment Bankers/Brokers/Service
GRF,Eagle Capital Growth Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
GRFS,Grifols S.A. American Depositary Shares,Spain,Health Care,Biotechnology: Pharmaceutical Preparations
