Symbol,Name,Country,Sector,Industry,float shares
MTLS,Materialise NV American Depositary Shares,Belgium,Technology,Computer Software: Prepackaged Software,25143050.0
MTNB,Matinas Biopharma Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,210922574.0
MTRX,Matrix Service Company Common Stock,United States,Consumer Discretionary,Engineering & Construction,24363142.0
MTRY,Monterey Innovation Acquisition Corp. Common Stock,United States,Finance,Blank Checks,1666440.0
MTRYW,Monterey Innovation Acquisition Corp. Warrant,United States,Finance,Blank Checks,
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,United States,Technology,Semiconductors,54227547.0
MTTR,Matterport Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,236991100.0
MU,Micron Technology Inc. Common Stock,United States,Technology,Semiconductors,1092081421.0
MULN,Mullen Automotive Inc. Common Stock,United States,Technology,EDP Services,174168359.0
MURF,Murphy Canyon Acquisition Corp. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,2941735.0
MURFW,Murphy Canyon Acquisition Corp. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
MVBF,MVB Financial Corp. Common Stock,United States,Finance,Major Banks,11722080.0
MVIS,MicroVision Inc. Common Stock,United States,Technology,Industrial Machinery/Components,186053790.0
MVLA,Movella Holdings Inc. Common Stock,United States,Technology,EDP Services,21639731.0
MVLAW,Movella Holdings Inc. Warrant,United States,Technology,EDP Services,
MVST,Microvast Holdings Inc. Common Stock,United States,Industrials,Industrial Machinery/Components,222206819.0
MVSTW,Microvast Holdings Inc. Warrants,United States,Miscellaneous,Industrial Machinery/Components,
MXC,Mexco Energy Corporation Common Stock,United States,Energy,Oil & Gas Production,926628.0
MXCT,MaxCyte Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,102145556.0
MXL,MaxLinear Inc. Common Stock,United States,Technology,Semiconductors,73904268.0
MYFW,First Western Financial Inc. Common Stock,United States,Finance,Major Banks,7402903.0
MYGN,Myriad Genetics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,73390477.0
MYMD,MyMD Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,37716366.0
MYNZ,Mainz Biomed N.V. Ordinary Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations,13238648.0
MYO,Myomo Inc. Common Stock,United States,Health Care,Industrial Specialties,14831992.0
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,United States,Technology,EDP Services,84487928.0
MYPSW,PLAYSTUDIOS Inc. Warrant,United States,Technology,EDP Services,
MYRG,MYR Group Inc. Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction,16351114.0
MYSZ,My Size Inc. Common Stock,Israel,Technology,Computer Software: Prepackaged Software,2114349.0
NAAS,NaaS Technology Inc. American Depositary Shares,China,Consumer Discretionary,Other Specialty Stores,18995073.0
NAII,Natural Alternatives International Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products ,4449366.0
NAK,Northern Dynasty Minerals Ltd. Common Stock,Canada,Basic Materials,Precious Metals,518037968.0
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations,18482563.0
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations,
NAOV,NanoVibronix Inc. Common Stock,United States,Health Care,Industrial Specialties,1650627.0
NARI,Inari Medical Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,51262696.0
NATH,Nathan's Famous Inc. Common Stock,United States,Consumer Discretionary,Restaurants,2563655.0
NATI,National Instruments Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software,124865503.0
NATR,Nature's Sunshine Products Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,10996413.0
NAUT,Nautilus Biotechnolgy Inc. Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments,55224455.0
NAVB,Navidea Biopharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,65865723.0
NAVI,Navient Corporation Common Stock,United States,Finance,Investment Bankers/Brokers/Service,87880451.0
NB,NioCorp Developments Ltd. Common Stock,United States,Basic Materials,Metal Mining,27986012.0
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,United States,Finance,Finance/Investors Services,
NBIX,Neurocrine Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),96446442.0
NBN,Northeast Bank Common Stock,United States,Finance,Major Banks,6094353.0
NBO,Neuberger Berman New York Municipal Fund Inc. Common Stock,United States,Finance,Finance/Investors Services,
NBSE,NeuBase Therapeutics Inc.  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,1501503.0
NBST,Newbury Street Acquisition Corporation Common Stock,United States,Finance,Blank Checks,3589113.0
NBSTW,Newbury Street Acquisition Corporation Warrants,United States,Finance,Blank Checks,
NBTB,NBT Bancorp Inc. Common Stock,United States,Finance,Major Banks,41840627.0
NBTX,Nanobiotix S.A. American Depositary Shares,France,Health Care,Biotechnology: Pharmaceutical Preparations,30499475.0
NBW,Neuberger Berman California Municipal Fund Inc Common Stock,United States,Finance,Finance/Investors Services,
NBY,NovaBay Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,3929938.0
NCAC,Newcourt Acquisition Corp Class A Ordinary Share,United States,Finance,Blank Checks,1993636.0
NCACW,Newcourt Acquisition Corp Warrant,United States,Finance,Blank Checks,
NCMI,National CineMedia Inc. Common Stock,United States,Consumer Discretionary,Advertising,11038039.0
NCNA,NuCana plc American Depositary Share,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations,34164631.0
NCNO,nCino Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,52546987.0
NCPL,Netcapital Inc. Common Stock,United States,Finance,Investment Managers,7509332.0
NCPLW,Netcapital Inc. Warrants,United States,Finance,Investment Managers,
NCRA,Nocera Inc. Common Stock,Taiwan,Consumer Staples,Farming/Seeds/Milling,
NCSM,NCS Multistage Holdings Inc. Common Stock,United States,Energy,Oilfield Services/Equipment,702625.0
NCTY,The9 Limited American Depository Shares,China,Consumer Discretionary,Business Services,27615399.0
NDAQ,Nasdaq Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service,339789343.0
NDLS,Noodles & Company Class A Common Stock,United States,Consumer Discretionary,Restaurants,33037143.0
NDRA,ENDRA Life Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,7131015.0
NDSN,Nordson Corporation Common Stock,United States,Industrials,Industrial Machinery/Components,51236530.0
NECB,NorthEast Community Bancorp Inc. Common Stock,United States,Finance,Savings Institutions,11702673.0
NEGG,Newegg Commerce Inc. Common Shares,China,Consumer Discretionary,Other Specialty Stores,24550703.0
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,United States,Finance,Real Estate,2073132.0
NEO,NeoGenomics Inc. Common Stock,United States,Health Care,Precision Instruments,123249422.0
NEOG,Neogen Corporation Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,216079625.0
NEON,Neonode Inc. Common Stock,Sweden,Technology,Industrial Machinery/Components,11559699.0
NEOV,NeoVolta Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components,28276682.0
NEOVW,NeoVolta Inc. Warrant,United States,Miscellaneous,Industrial Machinery/Components,
NEPH,Nephros Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,5655153.0
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,Canada,Health Care,Biotechnology: Pharmaceutical Preparations,21178146.0
NERV,Minerva Neurosciences Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,5435625.0
NEWT,NewtekOne Inc. Common Stock,United States,Finance,Finance/Investors Services,23182989.0
NEWTL,NewtekOne Inc. 5.75% Notes due 2024,United States,Finance,Finance/Investors Services,
NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026,United States,Finance,Major Banks,
NEXI,NexImmune Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,17310354.0
NEXT,NextDecade Corporation Common Stock,United States,Utilities,Oil & Gas Production,111030419.0
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),United States,Finance,Savings Institutions,43045651.0
NFE,New Fortress Energy Inc. Class A Common Stock,United States,Utilities,Oil/Gas Transmission,54663423.0
NFLX,Netflix Inc. Common Stock,United States,Consumer Discretionary,Consumer Electronics/Video Chains,437221879.0
NFTG,The NFT Gaming Company Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,9366370.0
NG,Novagold Resources Inc.,Canada,Basic Materials,Precious Metals,223090382.0
NGD,New Gold Inc.,Canada,Basic Materials,Metal Mining,683144690.0
NGM,NGM Biopharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),40346970.0
NGMS,NeoGames S.A. Ordinary Shares,Israel,Consumer Discretionary,Services-Misc. Amusement & Recreation,
NHC,National HealthCare Corporation Common Stock,United States,Health Care,Hospital/Nursing Management,12338093.0
NHS,Neuberger Berman High Yield Strategies Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
NHTC,Natural Health Trends Corp. Common Stock,United States,Miscellaneous,Diversified Commercial Services,6275293.0
NHWK,NightHawk Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,22518582.0
NICE,NICE Ltd American Depositary Shares,Israel,Technology,Computer Manufacturing,1585826509.0
NIOBW,NioCorp Developments Ltd. Warrant,United States,Basic Materials,Metal Mining,
NIR,Near Intelligence Inc. Common Stock,United States,Technology,EDP Services,15228701.0
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,China,Industrials,Metal Fabrications,2731440.0
NIU,Niu Technologies American Depositary Shares,China,Consumer Discretionary,Auto Manufacturing,47662080.0
NKLA,Nikola Corporation Common Stock,United States,Consumer Discretionary,Auto Manufacturing,647206811.0
NKSH,National Bankshares Inc. Common Stock,United States,Finance,Major Banks,5700864.0
NKTR,Nektar Therapeutics  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,141815222.0
NKTX,Nkarta Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,34434465.0
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations,14176939.0
NLSPW,NLS Pharmaceutics Ltd. Warrant,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations,
NLTX,Neoleukin Therapeutics Inc. Common Stock,Canada,Health Care,Biotechnology: Pharmaceutical Preparations,24084564.0
NMFC,New Mountain Finance Corporation Common Stock,United States,Finance,Finance/Investors Services,
NMIH,NMI Holdings Inc. Class A Common Stock,United States,Finance,Property-Casualty Insurers,81080274.0
NMRD,Nemaura Medical Inc. Common Stock,United Kingdom,Health Care,Medical/Dental Instruments,12329930.0
NMRK,Newmark Group Inc. Class A Common Stock,United States,Finance,Real Estate,140798898.0
NMTC,NeuroOne Medical Technologies Corporation Common Stock,United States,Health Care,Medical/Dental Instruments,20497306.0
NN,NextNav Inc. Common Stock,United States,Industrials,Industrial Machinery/Components,32704436.0
NNAVW,NextNav Inc. Warrant,United States,Industrials,Industrial Machinery/Components,
NNBR,NN Inc. Common Stock,United States,Industrials,Industrial Machinery/Components,31562651.0
NNDM,Nano Dimension Ltd. American Depositary Shares,Israel,Technology,Electrical Products,208560649.0
NNOX,NANO-X IMAGING LTD Ordinary Shares,Israel,Health Care,Medical Electronics,48429782.0
NNVC,NanoViricides Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,11156662.0
NODK,NI Holdings Inc. Common Stock,United States,Finance,Property-Casualty Insurers,6858435.0
NOGN,Nogin Inc. Common Stock,United States,Technology,EDP Services,6902234.0
NOGNW,Nogin Inc. Warrant ,United States,Technology,EDP Services,
NOTV,Inotiv Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,21781518.0
NOVV,Nova Vision Acquisition Corp. Ordinary share,Hong Kong,Finance,Blank Checks,597327.0
NOVVR,Nova Vision Acquisition Corp. Rights,Hong Kong,Finance,Blank Checks,
NOVVU,Nova Vision Acquisition Corp. Unit,Hong Kong,Finance,Blank Checks,597327.0
NPABW,New Providence Acquisition Corp. II Warrant,United States,Finance,Blank Checks,
NPCE,Neuropace Inc. Common Stock,United States,Health Care,Medical Specialities,7286213.0
NRAC,Northern Revival Acquisition Corporation Class A Ordinary Share,United States,Finance,Blank Checks,1879490.0
NRACU,Northern Revival Acquisition Corporation Unit,United States,Finance,Blank Checks,1879490.0
NRACW,Northern Revival Acquisition Corporation Warrant,United States,Finance,Blank Checks,
NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,36898551.0
NRC,National Research Corporation Common Stock (Delaware),United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch,14406206.0
NRDS,NerdWallet Inc. Class A Common Stock,United States,Technology,EDP Services,39945730.0
NRIM,Northrim BanCorp Inc Common Stock,United States,Finance,Savings Institutions,5418717.0
NRIX,Nurix Therapeutics Inc. Common stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,36917398.0
NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,United States,Finance,Finance/Investors Services,
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations,7837200.0
NRSNW,NeuroSense Therapeutics Ltd. Warrant,Israel,Health Care,Biotechnology: Pharmaceutical Preparations,
NRXP,NRX Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,47090600.0
NSIT,Insight Enterprises Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution,30425203.0
NSPR,InspireMD Inc. Common Stock,Israel,Health Care,Medical/Dental Instruments,8757605.0
NSSC,NAPCO Security Technologies Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment,32861571.0
NSTG,NanoString Technologies Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),41317083.0
